,index,forecast_sales,country,stockCode
5,2012-06-30,654.1367365513048,United Kingdom,22197
0,2012-01-31,68.67487947531279,United Kingdom,22199
1,2012-02-29,144.7963289133257,United Kingdom,22199
2,2012-03-31,180.35522641582406,United Kingdom,22199
3,2012-04-30,34.18886073972007,United Kingdom,22199
4,2012-05-31,103.97094620102752,United Kingdom,22199
5,2012-06-30,50.633268248925674,United Kingdom,22199
0,2012-01-31,202.27060293448233,United Kingdom,22200
1,2012-02-29,52.73653542715667,United Kingdom,22200
2,2012-03-31,71.5041507726034,United Kingdom,22200
3,2012-04-30,94.27076045909754,United Kingdom,22200
4,2012-05-31,17.31105062177437,United Kingdom,22200
5,2012-06-30,103.20030928048081,United Kingdom,22200
0,2012-01-31,104.6381926642056,United Kingdom,22201
1,2012-02-29,25.492464222815826,United Kingdom,22201
2,2012-03-31,16.875180403008212,United Kingdom,22201
3,2012-04-30,25.373098669777754,United Kingdom,22201
4,2012-05-31,21.143600480544073,United Kingdom,22201
5,2012-06-30,76.36410569383673,United Kingdom,22201
0,2012-01-31,63.144099030238095,United Kingdom,22203
1,2012-02-29,76.41578885956176,United Kingdom,22203
2,2012-03-31,96.99274315262616,United Kingdom,22203
3,2012-04-30,24.076233926777793,United Kingdom,22203
4,2012-05-31,53.47001855793339,United Kingdom,22203
5,2012-06-30,46.07424308333429,United Kingdom,22203
0,2012-01-31,139.65718868129028,United Kingdom,22204
1,2012-02-29,22.561638057274408,United Kingdom,22204
2,2012-03-31,32.14943463821875,United Kingdom,22204
3,2012-04-30,52.742233049255546,United Kingdom,22204
4,2012-05-31,22.648033725948874,United Kingdom,22204
5,2012-06-30,53.05446987501866,United Kingdom,22204
0,2012-01-31,-143.51635826862773,United Kingdom,22207
1,2012-02-29,87.4415735755437,United Kingdom,22207
2,2012-03-31,148.24394699996566,United Kingdom,22207
3,2012-04-30,-101.91995486225503,United Kingdom,22207
4,2012-05-31,64.46263592747077,United Kingdom,22207
5,2012-06-30,0.43517807717911694,United Kingdom,22207
0,2012-01-31,130.53065943499064,United Kingdom,22208
1,2012-02-29,55.40054041425066,United Kingdom,22208
2,2012-03-31,82.12823399238646,United Kingdom,22208
3,2012-04-30,81.63060566515716,United Kingdom,22208
4,2012-05-31,43.01556140359605,United Kingdom,22208
5,2012-06-30,129.4178693794599,United Kingdom,22208
0,2012-01-31,79.098024129065,United Kingdom,22209
1,2012-02-29,33.93492234352564,United Kingdom,22209
2,2012-03-31,72.48770936961361,United Kingdom,22209
3,2012-04-30,62.257224362487676,United Kingdom,22209
4,2012-05-31,54.9795667199563,United Kingdom,22209
5,2012-06-30,88.61875513904621,United Kingdom,22209
0,2012-01-31,37.0800303915877,United Kingdom,22210
1,2012-02-29,37.1199999158314,United Kingdom,22210
2,2012-03-31,50.32498820684059,United Kingdom,22210
3,2012-04-30,52.00502773453962,United Kingdom,22210
4,2012-05-31,10.71999864217181,United Kingdom,22210
5,2012-06-30,62.94001656784313,United Kingdom,22210
0,2012-01-31,63.52826231805384,United Kingdom,22211
1,2012-02-29,64.73205179341247,United Kingdom,22211
2,2012-03-31,76.99000308405031,United Kingdom,22211
3,2012-04-30,78.1853072808483,United Kingdom,22211
4,2012-05-31,31.472412254815197,United Kingdom,22211
5,2012-06-30,73.78800391545832,United Kingdom,22211
0,2012-01-31,107.02092664063568,United Kingdom,22212
1,2012-02-29,24.45871379695099,United Kingdom,22212
2,2012-03-31,215.55283038158086,United Kingdom,22212
3,2012-04-30,145.8335286790957,United Kingdom,22212
4,2012-05-31,46.53352892869229,United Kingdom,22212
5,2012-06-30,147.95759865757316,United Kingdom,22212
0,2012-01-31,59.512474378189566,United Kingdom,22214
1,2012-02-29,29.229342670974177,United Kingdom,22214
2,2012-03-31,35.605357679340294,United Kingdom,22214
3,2012-04-30,16.572322986523965,United Kingdom,22214
4,2012-05-31,44.484855809240386,United Kingdom,22214
5,2012-06-30,17.782376759509873,United Kingdom,22214
0,2012-01-31,170.49549345723582,United Kingdom,22215
1,2012-02-29,190.2023763354144,United Kingdom,22215
2,2012-03-31,143.05282499538993,United Kingdom,22215
3,2012-04-30,239.4889880808406,United Kingdom,22215
4,2012-05-31,293.6738992242038,United Kingdom,22215
5,2012-06-30,202.29374187637623,United Kingdom,22215
0,2012-01-31,41.18489348297025,United Kingdom,22216
1,2012-02-29,45.26072872424568,United Kingdom,22216
2,2012-03-31,33.451297956345655,United Kingdom,22216
3,2012-04-30,22.91772143995025,United Kingdom,22216
4,2012-05-31,25.307372684691263,United Kingdom,22216
5,2012-06-30,44.24519370418777,United Kingdom,22216
0,2012-01-31,104.29977172639107,United Kingdom,22217
1,2012-02-29,73.97658310102241,United Kingdom,22217
2,2012-03-31,78.73336278146185,United Kingdom,22217
3,2012-04-30,69.55519712538702,United Kingdom,22217
4,2012-05-31,63.001996257650625,United Kingdom,22217
5,2012-06-30,97.34864659584218,United Kingdom,22217
0,2012-01-31,105.01668254317238,United Kingdom,22219
1,2012-02-29,94.73667777588496,United Kingdom,22219
2,2012-03-31,237.01881149638405,United Kingdom,22219
3,2012-04-30,77.57202073801497,United Kingdom,22219
4,2012-05-31,127.50791383614673,United Kingdom,22219
5,2012-06-30,97.6548710459527,United Kingdom,22219
0,2012-01-31,193.9763638258507,United Kingdom,22220
1,2012-02-29,-8.341224403352683,United Kingdom,22220
2,2012-03-31,44.05637574192745,United Kingdom,22220
3,2012-04-30,-5.584836196938461,United Kingdom,22220
4,2012-05-31,46.69275068664391,United Kingdom,22220
5,2012-06-30,48.05817766145236,United Kingdom,22220
0,2012-01-31,713.4452767604281,United Kingdom,22222
1,2012-02-29,85.71031431522943,United Kingdom,22222
2,2012-03-31,74.87826916858042,United Kingdom,22222
3,2012-04-30,58.81485867895259,United Kingdom,22222
4,2012-05-31,90.19446709334106,United Kingdom,22222
5,2012-06-30,63.31344117678077,United Kingdom,22222
0,2011-12-31,107.71233175255814,United Kingdom,22223
1,2012-01-31,187.23946325173452,United Kingdom,22223
2,2012-02-29,145.40742097870276,United Kingdom,22223
3,2012-03-31,135.70635609810827,United Kingdom,22223
4,2012-04-30,47.56129784494131,United Kingdom,22223
5,2012-05-31,49.51484586391802,United Kingdom,22223
0,2012-01-31,120.02823231115673,United Kingdom,22224
1,2012-02-29,28.59284708550358,United Kingdom,22224
2,2012-03-31,214.2653392077392,United Kingdom,22224
3,2012-04-30,145.5630724603925,United Kingdom,22224
4,2012-05-31,275.65284257752955,United Kingdom,22224
5,2012-06-30,281.172640494908,United Kingdom,22224
0,2012-01-31,167.08552928203662,United Kingdom,22227
1,2012-02-29,109.48935675396487,United Kingdom,22227
2,2012-03-31,137.9099409312559,United Kingdom,22227
3,2012-04-30,78.60319320349628,United Kingdom,22227
4,2012-05-31,44.993078547437165,United Kingdom,22227
5,2012-06-30,52.90973301934537,United Kingdom,22227
0,2012-01-31,89.54789528529011,United Kingdom,22228
1,2012-02-29,132.80793495069844,United Kingdom,22228
2,2012-03-31,233.31616082439777,United Kingdom,22228
3,2012-04-30,54.97330594024723,United Kingdom,22228
4,2012-05-31,0.8304242994497741,United Kingdom,22228
5,2012-06-30,18.87645309745475,United Kingdom,22228
0,2012-01-31,50.040146160295194,United Kingdom,22229
1,2012-02-29,52.829869564337244,United Kingdom,22229
2,2012-03-31,145.4550370866259,United Kingdom,22229
3,2012-04-30,35.22496932988231,United Kingdom,22229
4,2012-05-31,-5.53129449585299e-05,United Kingdom,22229
5,2012-06-30,12.40021721796088,United Kingdom,22229
0,2012-01-31,19.092752969475477,United Kingdom,22230
1,2012-02-29,52.190111208207455,United Kingdom,22230
2,2012-03-31,57.79167524922685,United Kingdom,22230
3,2012-04-30,19.01305070346495,United Kingdom,22230
4,2012-05-31,31.719203965428427,United Kingdom,22230
5,2012-06-30,19.716470907854486,United Kingdom,22230
0,2012-01-31,59.23138221358105,United Kingdom,22231
1,2012-02-29,130.24181696221018,United Kingdom,22231
2,2012-03-31,138.57284418026182,United Kingdom,22231
3,2012-04-30,64.16632477003671,United Kingdom,22231
4,2012-05-31,15.726567377669646,United Kingdom,22231
5,2012-06-30,43.044373211215145,United Kingdom,22231
0,2012-01-31,38.80496774375948,United Kingdom,22232
1,2012-02-29,36.33998390357295,United Kingdom,22232
2,2012-03-31,33.99498240934368,United Kingdom,22232
3,2012-04-30,19.91997822049152,United Kingdom,22232
4,2012-05-31,19.82996849574753,United Kingdom,22232
5,2012-06-30,24.29997838998461,United Kingdom,22232
0,2012-01-31,55.27470609034134,United Kingdom,22233
1,2012-02-29,50.404159734544216,United Kingdom,22233
2,2012-03-31,161.1388760534301,United Kingdom,22233
3,2012-04-30,12.35765713949053,United Kingdom,22233
4,2012-05-31,15.682398771626545,United Kingdom,22233
5,2012-06-30,29.017340284003936,United Kingdom,22233
0,2011-12-31,76.48994771387807,United Kingdom,22241
1,2012-01-31,339.763970014417,United Kingdom,22241
2,2012-02-29,485.98841950512065,United Kingdom,22241
3,2012-03-31,821.06521116352,United Kingdom,22241
4,2012-04-30,229.62761296497177,United Kingdom,22241
5,2012-05-31,13.574052111366342,United Kingdom,22241
0,2011-12-31,37.36752444717148,United Kingdom,22243
1,2012-01-31,81.09530719384539,United Kingdom,22243
2,2012-02-29,49.537157265756306,United Kingdom,22243
3,2012-03-31,154.58007934028507,United Kingdom,22243
4,2012-04-30,46.45031655934606,United Kingdom,22243
5,2012-05-31,41.22738128935726,United Kingdom,22243
0,2011-12-31,147.58876236336192,United Kingdom,22246
1,2012-01-31,49.09648929630887,United Kingdom,22246
2,2012-02-29,130.00535432002545,United Kingdom,22246
3,2012-03-31,108.44760809237046,United Kingdom,22246
4,2012-04-30,97.84753294440219,United Kingdom,22246
5,2012-05-31,26.442910516338124,United Kingdom,22246
0,2011-12-31,16.212472963986016,United Kingdom,22247
1,2012-01-31,109.24994427314225,United Kingdom,22247
2,2012-02-29,102.13695744642345,United Kingdom,22247
3,2012-03-31,160.82353303238676,United Kingdom,22247
4,2012-04-30,66.78456291048875,United Kingdom,22247
5,2012-05-31,12.505450991813838,United Kingdom,22247
0,2012-01-31,93.47011193235338,United Kingdom,22248
1,2012-02-29,66.83933071111323,United Kingdom,22248
2,2012-03-31,115.23354076718425,United Kingdom,22248
3,2012-04-30,33.072767310974264,United Kingdom,22248
4,2012-05-31,23.157049063978114,United Kingdom,22248
5,2012-06-30,20.14121464776685,United Kingdom,22248
0,2012-01-31,128.87933194571383,United Kingdom,22249
1,2012-02-29,115.91618542803187,United Kingdom,22249
2,2012-03-31,225.2574512456382,United Kingdom,22249
3,2012-04-30,74.46761373368696,United Kingdom,22249
4,2012-05-31,8.076913316222814,United Kingdom,22249
5,2012-06-30,2.5283671006631394,United Kingdom,22249
0,2012-01-31,104.23993112835993,United Kingdom,22250
1,2012-02-29,77.32992937028149,United Kingdom,22250
2,2012-03-31,123.71495956505046,United Kingdom,22250
3,2012-04-30,89.63996612190473,United Kingdom,22250
4,2012-05-31,24.094962190090417,United Kingdom,22250
5,2012-06-30,42.584905412796985,United Kingdom,22250
0,2012-01-31,65.86250042425235,United Kingdom,22251
1,2012-02-29,138.01786331650823,United Kingdom,22251
2,2012-03-31,194.88295196393804,United Kingdom,22251
3,2012-04-30,248.07837778277633,United Kingdom,22251
4,2012-05-31,60.553955338196765,United Kingdom,22251
5,2012-06-30,41.35043667475192,United Kingdom,22251
0,2011-12-31,52.00929902866292,United Kingdom,22252
1,2012-01-31,37.34325528176926,United Kingdom,22252
2,2012-02-29,35.79732420174034,United Kingdom,22252
3,2012-03-31,65.75148002730272,United Kingdom,22252
4,2012-04-30,36.55060484898142,United Kingdom,22252
5,2012-05-31,33.78460034975278,United Kingdom,22252
0,2012-01-31,75.4342147130292,United Kingdom,22254
1,2012-02-29,68.55289592612864,United Kingdom,22254
2,2012-03-31,112.97538791461986,United Kingdom,22254
3,2012-04-30,59.920445492051144,United Kingdom,22254
4,2012-05-31,38.755113000069976,United Kingdom,22254
5,2012-06-30,16.854295675769265,United Kingdom,22254
0,2012-01-31,34.749898363957186,United Kingdom,22255
1,2012-02-29,29.97497613869588,United Kingdom,22255
2,2012-03-31,66.589926025289,United Kingdom,22255
3,2012-04-30,41.60479762229319,United Kingdom,22255
4,2012-05-31,37.08516413977784,United Kingdom,22255
5,2012-06-30,11.775104439460007,United Kingdom,22255
0,2011-12-31,11.302551423754242,United Kingdom,22258
1,2012-01-31,142.87722294201217,United Kingdom,22258
2,2012-02-29,58.64319043920054,United Kingdom,22258
3,2012-03-31,191.31238961454136,United Kingdom,22258
4,2012-04-30,43.12744957256157,United Kingdom,22258
5,2012-05-31,0.0028311737770678747,United Kingdom,22258
0,2012-01-31,64.26888815442449,United Kingdom,22260
1,2012-02-29,85.10500570835237,United Kingdom,22260
2,2012-03-31,187.9025298512479,United Kingdom,22260
3,2012-04-30,47.17820755443643,United Kingdom,22260
4,2012-05-31,6.765464892425449,United Kingdom,22260
5,2012-06-30,2.5090614074451167,United Kingdom,22260
0,2012-01-31,86.78598337881323,United Kingdom,22261
1,2012-02-29,126.89567252661335,United Kingdom,22261
2,2012-03-31,195.57298232932197,United Kingdom,22261
3,2012-04-30,32.848223341725785,United Kingdom,22261
4,2012-05-31,2.7480824986551795,United Kingdom,22261
5,2012-06-30,-3.2532018856141676,United Kingdom,22261
0,2012-01-31,111.42943515507741,United Kingdom,22262
1,2012-02-29,117.69690354689234,United Kingdom,22262
2,2012-03-31,242.19612655397563,United Kingdom,22262
3,2012-04-30,38.789975232014484,United Kingdom,22262
4,2012-05-31,19.649860659970784,United Kingdom,22262
5,2012-06-30,18.068305174324458,United Kingdom,22262
0,2012-01-31,38.548310587517875,United Kingdom,22263
1,2012-02-29,5.870526259387861,United Kingdom,22263
2,2012-03-31,20.632360978615928,United Kingdom,22263
3,2012-04-30,-1.6106630114331217,United Kingdom,22263
4,2012-05-31,7.585893001262391,United Kingdom,22263
5,2012-06-30,6.858182831650135,United Kingdom,22263
0,2012-01-31,75.04788158879985,United Kingdom,22264
1,2012-02-29,57.48290129562664,United Kingdom,22264
2,2012-03-31,141.45568008370734,United Kingdom,22264
3,2012-04-30,54.67149753142036,United Kingdom,22264
4,2012-05-31,3.26372155904993,United Kingdom,22264
5,2012-06-30,2.435432762110576,United Kingdom,22264
0,2011-12-31,11.379214454502781,United Kingdom,22265
1,2012-01-31,66.8727408619113,United Kingdom,22265
2,2012-02-29,65.62074085896376,United Kingdom,22265
3,2012-03-31,85.27939692871715,United Kingdom,22265
4,2012-04-30,21.44225285227298,United Kingdom,22265
5,2012-05-31,6.175741545211153,United Kingdom,22265
0,2012-01-31,60.85447082607202,United Kingdom,22266
1,2012-02-29,77.4795282460636,United Kingdom,22266
2,2012-03-31,108.98460529826565,United Kingdom,22266
3,2012-04-30,31.62474104699386,United Kingdom,22266
4,2012-05-31,5.569772521604584,United Kingdom,22266
5,2012-06-30,4.819729598764237,United Kingdom,22266
0,2012-01-31,71.25494175686755,United Kingdom,22267
1,2012-02-29,88.13058547312326,United Kingdom,22267
2,2012-03-31,111.96948883817731,United Kingdom,22267
3,2012-04-30,46.151044711696024,United Kingdom,22267
4,2012-05-31,8.749991075900983,United Kingdom,22267
5,2012-06-30,4.875009105968417,United Kingdom,22267
0,2011-12-31,5.524991691809184,United Kingdom,22268
1,2012-01-31,81.03000112675468,United Kingdom,22268
2,2012-02-29,63.810001412369196,United Kingdom,22268
3,2012-03-31,134.64999748938925,United Kingdom,22268
4,2012-04-30,27.15000569550527,United Kingdom,22268
5,2012-05-31,4.654994132863475,United Kingdom,22268
0,2012-01-31,71.98259569407426,United Kingdom,22269
1,2012-02-29,73.06366062456794,United Kingdom,22269
2,2012-03-31,121.87554451805342,United Kingdom,22269
3,2012-04-30,18.670241270505322,United Kingdom,22269
4,2012-05-31,4.866425222298766,United Kingdom,22269
5,2012-06-30,30.477735397365777,United Kingdom,22269
0,2011-12-31,1.3187751702512926,United Kingdom,22270
1,2012-01-31,130.70091467351762,United Kingdom,22270
2,2012-02-29,246.72158265505675,United Kingdom,22270
3,2012-03-31,255.25914966949483,United Kingdom,22270
4,2012-04-30,60.11962842758959,United Kingdom,22270
5,2012-05-31,-18.77358520217893,United Kingdom,22270
0,2011-12-31,260.86458154415146,United Kingdom,22271
1,2012-01-31,-27.47860629425074,United Kingdom,22271
2,2012-02-29,71.70155666622591,United Kingdom,22271
3,2012-03-31,229.25244622585103,United Kingdom,22271
4,2012-04-30,38.371442964616676,United Kingdom,22271
5,2012-05-31,182.84700264407206,United Kingdom,22271
0,2012-01-31,-34.45530098419593,United Kingdom,22273
1,2012-02-29,93.68619597431274,United Kingdom,22273
2,2012-03-31,115.03711210258794,United Kingdom,22273
3,2012-04-30,30.627819039656288,United Kingdom,22273
4,2012-05-31,165.9067626916022,United Kingdom,22273
5,2012-06-30,75.74017238440314,United Kingdom,22273
0,2012-01-31,-60.08490865111901,United Kingdom,22274
1,2012-02-29,153.0417691581356,United Kingdom,22274
2,2012-03-31,198.47808346600377,United Kingdom,22274
3,2012-04-30,22.34663030825547,United Kingdom,22274
4,2012-05-31,132.12298303480225,United Kingdom,22274
5,2012-06-30,116.77538690605093,United Kingdom,22274
0,2012-01-31,-40.36739839695538,United Kingdom,22276
1,2012-02-29,-5.5591425531765175,United Kingdom,22276
2,2012-03-31,19.6046850966263,United Kingdom,22276
3,2012-04-30,205.40502820322982,United Kingdom,22276
4,2012-05-31,-23.03980712169481,United Kingdom,22276
5,2012-06-30,-25.57095384743455,United Kingdom,22276
0,2012-01-31,16.310607249596426,United Kingdom,22277
1,2012-02-29,-11.035882583772015,United Kingdom,22277
2,2012-03-31,19.266254691557286,United Kingdom,22277
3,2012-04-30,28.798372258139437,United Kingdom,22277
4,2012-05-31,33.997756011031704,United Kingdom,22277
5,2012-06-30,14.001539303907286,United Kingdom,22277
0,2012-01-31,-67.47241699547226,United Kingdom,22278
1,2012-02-29,-11.327086740835867,United Kingdom,22278
2,2012-03-31,-14.75043014173766,United Kingdom,22278
3,2012-04-30,-28.001138052608077,United Kingdom,22278
4,2012-05-31,5.529330303459506,United Kingdom,22278
5,2012-06-30,11.818810726847142,United Kingdom,22278
0,2012-01-31,102.37214359959536,United Kingdom,22279
1,2012-02-29,44.022402522740265,United Kingdom,22279
2,2012-03-31,31.37167319470748,United Kingdom,22279
3,2012-04-30,38.13805634880022,United Kingdom,22279
4,2012-05-31,29.93053435927991,United Kingdom,22279
5,2012-06-30,63.996583799942975,United Kingdom,22279
0,2012-01-31,68.80139807710819,United Kingdom,22280
1,2012-02-29,39.224635434082735,United Kingdom,22280
2,2012-03-31,30.470873862873997,United Kingdom,22280
3,2012-04-30,17.85593036459701,United Kingdom,22280
4,2012-05-31,38.262942321538475,United Kingdom,22280
5,2012-06-30,3.1074673642215416,United Kingdom,22280
0,2012-01-31,175.4582319379745,United Kingdom,22281
1,2012-02-29,175.52713721645927,United Kingdom,22281
2,2012-03-31,261.37545114230704,United Kingdom,22281
3,2012-04-30,44.61768752295538,United Kingdom,22281
4,2012-05-31,5.8979583479215805,United Kingdom,22281
5,2012-06-30,-0.08741345788643429,United Kingdom,22281
0,2011-12-31,-89.45679231087671,United Kingdom,22283
1,2012-01-31,3.4245460601007025,United Kingdom,22283
2,2012-02-29,-3.161490291507473,United Kingdom,22283
3,2012-03-31,185.10818975718092,United Kingdom,22283
4,2012-04-30,23.452970846306837,United Kingdom,22283
5,2012-05-31,-42.94174945884919,United Kingdom,22283
0,2012-01-31,139.89770092239897,United Kingdom,22284
1,2012-02-29,205.43395327097923,United Kingdom,22284
2,2012-03-31,412.2136023064945,United Kingdom,22284
3,2012-04-30,144.41142946371744,United Kingdom,22284
4,2012-05-31,63.02099575416465,United Kingdom,22284
5,2012-06-30,54.98896247564599,United Kingdom,22284
0,2012-01-31,242.48787449203945,United Kingdom,22285
1,2012-02-29,195.75902971274292,United Kingdom,22285
2,2012-03-31,408.5014221834313,United Kingdom,22285
3,2012-04-30,134.76780338784783,United Kingdom,22285
4,2012-05-31,97.17664124418148,United Kingdom,22285
5,2012-06-30,72.8420336036688,United Kingdom,22285
0,2012-01-31,171.11693560311545,United Kingdom,22286
1,2012-02-29,170.78104870415342,United Kingdom,22286
2,2012-03-31,300.3968256393803,United Kingdom,22286
3,2012-04-30,74.84111250128937,United Kingdom,22286
4,2012-05-31,-0.3917235955670719,United Kingdom,22286
5,2012-06-30,21.282867362470377,United Kingdom,22286
0,2012-01-31,85.92949244575271,United Kingdom,22287
1,2012-02-29,64.45103485808708,United Kingdom,22287
2,2012-03-31,211.77029809921112,United Kingdom,22287
3,2012-04-30,45.2240460745955,United Kingdom,22287
4,2012-05-31,-0.13461996134868315,United Kingdom,22287
5,2012-06-30,15.6686685625376,United Kingdom,22287
0,2012-01-31,114.34889167746242,United Kingdom,22288
1,2012-02-29,106.13799478013539,United Kingdom,22288
2,2012-03-31,276.88745149253657,United Kingdom,22288
3,2012-04-30,30.545538957085636,United Kingdom,22288
4,2012-05-31,0.0013362804994372368,United Kingdom,22288
5,2012-06-30,2.508047901329121,United Kingdom,22288
0,2011-12-31,-12.483484727306616,United Kingdom,22289
1,2012-01-31,23.46324330085008,United Kingdom,22289
2,2012-02-29,24.475024016967033,United Kingdom,22289
3,2012-03-31,89.24189452037703,United Kingdom,22289
4,2012-04-30,2.103728241568284,United Kingdom,22289
5,2012-05-31,-9.989374314110249,United Kingdom,22289
0,2011-12-31,25.403379980986912,United Kingdom,22291
1,2012-01-31,497.9659390440138,United Kingdom,22291
2,2012-02-29,316.4343746280682,United Kingdom,22291
3,2012-03-31,502.57285760128707,United Kingdom,22291
4,2012-04-30,131.65474912772376,United Kingdom,22291
5,2012-05-31,38.82427765029311,United Kingdom,22291
0,2011-12-31,21.96315503395084,United Kingdom,22292
1,2012-01-31,181.62326905611275,United Kingdom,22292
2,2012-02-29,215.21670084656256,United Kingdom,22292
3,2012-03-31,452.8682033519937,United Kingdom,22292
4,2012-04-30,137.33786550936222,United Kingdom,22292
5,2012-05-31,42.267517246063626,United Kingdom,22292
0,2011-12-31,10.82171213573875,United Kingdom,22293
1,2012-01-31,168.5396492076794,United Kingdom,22293
2,2012-02-29,174.88844801041233,United Kingdom,22293
3,2012-03-31,396.4420550716555,United Kingdom,22293
4,2012-04-30,123.00088607118849,United Kingdom,22293
5,2012-05-31,80.55143694116076,United Kingdom,22293
0,2012-01-31,-110.98543646897375,United Kingdom,22294
1,2012-02-29,-195.50044897575034,United Kingdom,22294
2,2012-03-31,-148.97697236277193,United Kingdom,22294
3,2012-04-30,99.98957050496057,United Kingdom,22294
4,2012-05-31,-2.5432425358630653,United Kingdom,22294
5,2012-06-30,-140.20385321432875,United Kingdom,22294
0,2012-01-31,-365.6845937830448,United Kingdom,22295
1,2012-02-29,-355.7626190556415,United Kingdom,22295
2,2012-03-31,-176.70023318429728,United Kingdom,22295
3,2012-04-30,22.730173979809404,United Kingdom,22295
4,2012-05-31,-37.94834013886558,United Kingdom,22295
5,2012-06-30,19.6596547600806,United Kingdom,22295
0,2012-01-31,-331.7266681147575,United Kingdom,22296
1,2012-02-29,-273.4806000721089,United Kingdom,22296
2,2012-03-31,-173.23890264284762,United Kingdom,22296
3,2012-04-30,107.47288740489498,United Kingdom,22296
4,2012-05-31,-90.55145616091538,United Kingdom,22296
5,2012-06-30,102.29242449520743,United Kingdom,22296
0,2012-01-31,225.28259308933332,United Kingdom,22297
1,2012-02-29,135.88411829729353,United Kingdom,22297
2,2012-03-31,200.97973672877666,United Kingdom,22297
3,2012-04-30,308.63116816066423,United Kingdom,22297
4,2012-05-31,126.01753710871097,United Kingdom,22297
5,2012-06-30,77.63707277111826,United Kingdom,22297
0,2012-01-31,-153.16921550471523,United Kingdom,22299
1,2012-02-29,-137.58135501288706,United Kingdom,22299
2,2012-03-31,-157.49001516535645,United Kingdom,22299
3,2012-04-30,-42.89755995916857,United Kingdom,22299
4,2012-05-31,-14.613590531940389,United Kingdom,22299
5,2012-06-30,-78.23322459722185,United Kingdom,22299
0,2012-01-31,53.93821932396457,United Kingdom,22300
1,2012-02-29,40.98141144179381,United Kingdom,22300
2,2012-03-31,41.335233736776786,United Kingdom,22300
3,2012-04-30,122.64658255322311,United Kingdom,22300
4,2012-05-31,-13.005279619218882,United Kingdom,22300
5,2012-06-30,102.6303224821844,United Kingdom,22300
0,2012-01-31,-20.481725495345188,United Kingdom,22301
1,2012-02-29,16.39934826642687,United Kingdom,22301
2,2012-03-31,7.573018018343042,United Kingdom,22301
3,2012-04-30,36.630276429600165,United Kingdom,22301
4,2012-05-31,-47.56870814854426,United Kingdom,22301
5,2012-06-30,-8.182708573913104,United Kingdom,22301
0,2012-01-31,216.1566107759528,United Kingdom,22302
1,2012-02-29,172.7084786390881,United Kingdom,22302
2,2012-03-31,158.01537092667894,United Kingdom,22302
3,2012-04-30,162.22728860006407,United Kingdom,22302
4,2012-05-31,235.45986603750129,United Kingdom,22302
5,2012-06-30,212.00267067257852,United Kingdom,22302
0,2012-01-31,253.41439238585167,United Kingdom,22303
1,2012-02-29,224.0237384453529,United Kingdom,22303
2,2012-03-31,236.74406564579644,United Kingdom,22303
3,2012-04-30,188.69738422582353,United Kingdom,22303
4,2012-05-31,261.32186695098227,United Kingdom,22303
5,2012-06-30,255.42980758299095,United Kingdom,22303
0,2012-01-31,-5.585368868733433,United Kingdom,22304
1,2012-02-29,19.514983148871043,United Kingdom,22304
2,2012-03-31,22.3526514734274,United Kingdom,22304
3,2012-04-30,111.83677625766333,United Kingdom,22304
4,2012-05-31,5.3873213537858575,United Kingdom,22304
5,2012-06-30,54.945242621700885,United Kingdom,22304
0,2012-01-31,-11.511395024786403,United Kingdom,22305
1,2012-02-29,34.56052960539028,United Kingdom,22305
2,2012-03-31,30.193903706070188,United Kingdom,22305
3,2012-04-30,75.31250030002772,United Kingdom,22305
4,2012-05-31,5.653865544561093,United Kingdom,22305
5,2012-06-30,57.09147109706936,United Kingdom,22305
0,2012-01-31,0.46049879941651284,United Kingdom,22306
1,2012-02-29,12.488263959923302,United Kingdom,22306
2,2012-03-31,6.307532646238471,United Kingdom,22306
3,2012-04-30,0.04658844553778607,United Kingdom,22306
4,2012-05-31,-0.22762260750815244,United Kingdom,22306
5,2012-06-30,0.16571411545292847,United Kingdom,22306
0,2012-01-31,4.3355830152296875,United Kingdom,22307
1,2012-02-29,3.8985041505287015,United Kingdom,22307
2,2012-03-31,0.05551509049072223,United Kingdom,22307
3,2012-04-30,0.09073172255863682,United Kingdom,22307
4,2012-05-31,-0.30348756011679967,United Kingdom,22307
5,2012-06-30,-0.14300612426120551,United Kingdom,22307
0,2012-01-31,16.889597319245127,United Kingdom,22308
1,2012-02-29,37.11488678192547,United Kingdom,22308
2,2012-03-31,33.29233863763616,United Kingdom,22308
3,2012-04-30,51.658676701545524,United Kingdom,22308
4,2012-05-31,17.77794203649536,United Kingdom,22308
5,2012-06-30,30.881869590392647,United Kingdom,22308
0,2012-01-31,63.206828460972716,United Kingdom,22309
1,2012-02-29,38.83024985365593,United Kingdom,22309
2,2012-03-31,37.79588488037483,United Kingdom,22309
3,2012-04-30,21.054821293726295,United Kingdom,22309
4,2012-05-31,-10.5937990310428,United Kingdom,22309
5,2012-06-30,7.0456683649282255,United Kingdom,22309
0,2012-01-31,-46.50964094835463,United Kingdom,22310
1,2012-02-29,-53.29442992511716,United Kingdom,22310
2,2012-03-31,-31.019622827416367,United Kingdom,22310
3,2012-04-30,-47.12087894990424,United Kingdom,22310
4,2012-05-31,-53.14039584426344,United Kingdom,22310
5,2012-06-30,-48.23130916541017,United Kingdom,22310
0,2012-01-31,-183.5015876280918,United Kingdom,22311
1,2012-02-29,-208.3481117797172,United Kingdom,22311
2,2012-03-31,-179.10469364223525,United Kingdom,22311
